time_ms,sensor,value,status
1101,VIBRATION,-0.651356,OK
1110,VIBRATION,-0.580153,OK
1120,VIBRATION,-0.608843,OK
1131,VIBRATION,-0.722576,OK
1140,VIBRATION,-0.259026,OK
1150,VIBRATION,-0.243343,OK
1161,VIBRATION,-0.452764,OK
1171,VIBRATION,-0.317943,OK
1180,VIBRATION,-0.0217553,OK
1191,VIBRATION,-0.155667,OK
1202,VIBRATION,-0.203998,OK
1210,VIBRATION,-0.151622,OK
1221,VIBRATION,-0.572325,OK
1232,VIBRATION,-0.1822,OK
1240,VIBRATION,-0.0371809,OK
1251,VIBRATION,0.0976592,OK
1262,VIBRATION,0.282938,OK
1270,VIBRATION,0.349972,OK
1281,VIBRATION,0.290523,OK
1290,VIBRATION,0.0239718,OK
1301,VIBRATION,-0.170008,OK
1311,VIBRATION,-0.37308,OK
1320,VIBRATION,-0.240989,OK
1331,VIBRATION,-0.248471,OK
1341,VIBRATION,0.0979061,OK
1350,VIBRATION,0.129667,OK
1361,VIBRATION,0.484183,OK
1371,VIBRATION,0.510951,OK
1380,VIBRATION,0.869095,OK
1390,VIBRATION,1.33579,OK
1401,VIBRATION,1.7815,OK
1410,VIBRATION,1.86607,OK
1420,VIBRATION,1.39348,OK
1431,VIBRATION,1.40781,OK
1440,VIBRATION,1.47132,OK
1450,VIBRATION,1.37263,OK
1461,VIBRATION,0.929079,OK
1472,VIBRATION,1.40773,OK
1480,VIBRATION,1.5302,OK
1491,VIBRATION,1.01719,OK
1500,VIBRATION,1.41427,OK
1510,VIBRATION,1.67336,OK
1521,VIBRATION,2.08893,OK
1530,VIBRATION,1.96662,OK
1540,VIBRATION,0,COMM_ERROR
1551,VIBRATION,0.892462,OK
1561,VIBRATION,1.55555,OK
1570,VIBRATION,1.42592,OK
1581,VIBRATION,1.14206,OK
1590,VIBRATION,1.81408,OK
1600,VIBRATION,2.32,OK
1611,VIBRATION,2.71445,OK
1620,VIBRATION,2.1208,OK
1631,VIBRATION,1.88795,OK
1641,VIBRATION,2.05605,OK
1650,VIBRATION,1.97527,OK
1660,VIBRATION,1.87827,OK
1671,VIBRATION,1.93889,OK
1682,VIBRATION,1.71901,OK
1690,VIBRATION,1.85086,OK
1701,VIBRATION,1.53641,OK
1712,VIBRATION,0.933461,OK
1720,VIBRATION,0.351987,OK
1731,VIBRATION,0.269011,OK
1742,VIBRATION,0.634233,OK
1750,VIBRATION,-0.0633573,OK
1761,VIBRATION,-0.272499,OK
1772,VIBRATION,-0.282169,OK
1781,VIBRATION,-0.257696,OK
1791,VIBRATION,-0.501229,OK
1800,VIBRATION,-0.0409555,OK
1811,VIBRATION,-0.0911017,OK
1821,VIBRATION,0.388665,OK
1830,VIBRATION,0.176652,OK
1841,VIBRATION,0.245646,OK
1851,VIBRATION,0.406403,OK
1860,VIBRATION,0.403257,OK
1870,VIBRATION,0.151289,OK
1881,VIBRATION,0.47318,OK
1890,VIBRATION,0.557195,OK
1900,VIBRATION,0.168948,OK
1911,VIBRATION,0.469798,OK
1922,VIBRATION,0.68134,OK
1930,VIBRATION,0.310809,OK
1941,VIBRATION,-0.0654218,OK
1951,VIBRATION,-0.670672,OK
1960,VIBRATION,-0.393021,OK
1971,VIBRATION,-0.345905,OK
1981,VIBRATION,0.59805,OK
1990,VIBRATION,0.715012,OK
2000,PRESSURE,101.134,OK
2000,TEMPERATURE,21.7979,OK
2000,VIBRATION,0.379225,OK
2011,VIBRATION,0.306448,OK
2020,VIBRATION,0.650359,OK
2031,VIBRATION,0.465603,OK
2041,VIBRATION,0.190534,OK
2050,VIBRATION,0.0741823,OK
2060,VIBRATION,0.153883,OK
2071,VIBRATION,-0.0748983,OK
2082,VIBRATION,0.00923572,OK
2090,VIBRATION,0.130241,OK
2101,VIBRATION,0.388473,OK
2111,VIBRATION,0.410691,OK
2120,VIBRATION,0.209189,OK
2131,VIBRATION,0.0587244,OK
2140,VIBRATION,0.26737,OK
2151,VIBRATION,0.35519,OK
2161,VIBRATION,0.275185,OK
2170,VIBRATION,0.429756,OK
2181,VIBRATION,0.511619,OK
2191,VIBRATION,0.377712,OK
2200,VIBRATION,0.890459,OK
2211,VIBRATION,1.17756,OK
2220,VIBRATION,1.09605,OK
2231,VIBRATION,1.03329,OK
2240,VIBRATION,1.34718,OK
2251,VIBRATION,0.940183,OK
2260,VIBRATION,1.41066,OK
2271,VIBRATION,1.38604,OK
2280,VIBRATION,1.68707,OK
2291,VIBRATION,1.38223,OK
2300,VIBRATION,1.17125,OK
2311,VIBRATION,1.06232,OK
2322,VIBRATION,0.735843,OK
2330,VIBRATION,0.943681,OK
2341,VIBRATION,0.771649,OK
2350,VIBRATION,0.905594,OK
2360,VIBRATION,0.598755,OK
2371,VIBRATION,0.784348,OK
2380,VIBRATION,0.743693,OK
2390,VIBRATION,1.16505,OK
2401,VIBRATION,0.918688,OK
2410,VIBRATION,0.726506,OK
2421,VIBRATION,0.460691,OK
2431,VIBRATION,0.0800982,OK
2440,VIBRATION,0.268492,OK
2451,VIBRATION,0.194483,OK
2461,VIBRATION,0.444362,OK
2470,VIBRATION,0.310636,OK
2481,VIBRATION,0.113094,OK
2491,VIBRATION,-0.0928912,OK
2500,VIBRATION,0.00463745,OK
2511,VIBRATION,0.210815,OK
2521,VIBRATION,0.195027,OK
2530,VIBRATION,-0.0606217,OK
2541,VIBRATION,-0.180451,OK
2551,VIBRATION,-0.376886,OK
2560,VIBRATION,0,COMM_ERROR
2571,VIBRATION,-0.548691,OK
2581,VIBRATION,-0.618789,OK
2590,VIBRATION,-0.197938,OK
2600,VIBRATION,-0.120032,OK
2611,VIBRATION,-0.190406,OK
2620,VIBRATION,-0.873221,OK
2631,VIBRATION,-1.10326,OK
2641,VIBRATION,-1.0213,OK
2650,VIBRATION,-0.712846,OK
2661,VIBRATION,-0.478183,OK
2671,VIBRATION,-0.47316,OK
2680,VIBRATION,-0.120859,OK
2690,VIBRATION,0.0853288,OK
2701,VIBRATION,-0.699936,OK
2710,VIBRATION,-0.245402,OK
2720,VIBRATION,-0.654748,OK
2731,VIBRATION,-0.52883,OK
2741,VIBRATION,-0.234772,OK
2750,VIBRATION,-0.117284,OK
2761,VIBRATION,-0.4059,OK
2770,VIBRATION,-0.134866,OK
2780,VIBRATION,-0.346322,OK
2791,VIBRATION,-1.24408,OK
2800,VIBRATION,-0.862693,OK
2810,VIBRATION,-0.462553,OK
2821,VIBRATION,-0.20868,OK
2830,VIBRATION,-0.0262388,OK
2840,VIBRATION,-0.375712,OK
2851,VIBRATION,-0.347921,OK
2862,VIBRATION,-0.0403826,OK
2870,VIBRATION,-0.0108159,OK
2881,VIBRATION,0.143486,OK
2891,VIBRATION,0.178097,OK
2900,VIBRATION,0.0641426,OK
2911,VIBRATION,-0.25861,OK
2921,VIBRATION,-0.930544,OK
2930,VIBRATION,-0.827984,OK
2940,VIBRATION,-1.00071,OK
2951,VIBRATION,-1.16691,OK
2960,VIBRATION,-1.3284,OK
2971,VIBRATION,-1.24579,OK
2981,VIBRATION,-1.02762,OK
2990,VIBRATION,-1.32596,OK
3001,PRESSURE,101.186,OK
3001,TEMPERATURE,21.7035,OK
3001,VIBRATION,-1.02389,OK
3011,VIBRATION,-0.762413,OK
3020,VIBRATION,-1.10389,OK
3031,VIBRATION,-1.56802,OK
3042,VIBRATION,-1.21577,OK
3050,VIBRATION,-1.04229,OK
3061,VIBRATION,-1.19786,OK
3070,VIBRATION,-1.45748,OK
3080,VIBRATION,-1.2249,OK
3091,VIBRATION,-1.01688,OK
3100,VIBRATION,-1.47638,OK
3111,VIBRATION,-1.3864,OK
3121,VIBRATION,-1.15005,OK
3130,VIBRATION,-1.07882,OK
3141,VIBRATION,-1.07833,OK
3151,VIBRATION,-1.01658,OK
3160,VIBRATION,-1.58756,OK
3170,VIBRATION,-1.73294,OK
3181,VIBRATION,-1.62262,OK
3190,VIBRATION,-1.52172,OK
3200,VIBRATION,0,COMM_ERROR
3211,VIBRATION,-0.862295,OK
3220,VIBRATION,-0.600908,OK
3231,VIBRATION,-0.245471,OK
3241,VIBRATION,-0.663707,OK
3250,VIBRATION,-0.933348,OK
3261,VIBRATION,-0.948696,OK
3271,VIBRATION,-0.949613,OK
3280,VIBRATION,-1.58308,OK
3291,VIBRATION,-1.58794,OK
3300,VIBRATION,-2.08957,OK
3311,VIBRATION,-2.07943,OK
3321,VIBRATION,-2.53595,OK
3330,VIBRATION,-2.27432,OK
3341,VIBRATION,-1.81767,OK
3351,VIBRATION,-1.81332,OK
3360,VIBRATION,-1.57859,OK
3371,VIBRATION,-1.4731,OK
3380,VIBRATION,-1.18901,OK
3390,VIBRATION,-1.13346,OK
3401,VIBRATION,-1.20414,OK
3410,VIBRATION,0,COMM_ERROR
3420,VIBRATION,-1.13133,OK
3431,VIBRATION,-1.49501,OK
3440,VIBRATION,-1.61013,OK
3451,VIBRATION,-1.34119,OK
3461,VIBRATION,-0.668088,OK
3470,VIBRATION,-0.155049,OK
3481,VIBRATION,0.165259,OK
3492,VIBRATION,0.202336,OK
3500,VIBRATION,-0.151822,OK
3511,VIBRATION,-0.169887,OK
3522,VIBRATION,-0.310775,OK
3530,VIBRATION,0.220015,OK
3541,VIBRATION,0.424039,OK
3551,VIBRATION,0.564834,OK
3560,VIBRATION,0.963627,OK
3571,VIBRATION,1.12144,OK
3581,VIBRATION,1.48484,OK
3590,VIBRATION,1.43806,OK
3600,VIBRATION,1.02252,OK
3611,VIBRATION,1.09123,OK
3620,VIBRATION,0.863721,OK
3631,VIBRATION,0.944538,OK
3641,VIBRATION,1.07363,OK
3650,VIBRATION,0.785739,OK
3660,VIBRATION,0.361891,OK
3671,VIBRATION,0.202214,OK
3680,VIBRATION,-0.102181,OK
3690,VIBRATION,-0.216399,OK
3701,VIBRATION,-0.0515745,OK
3710,VIBRATION,-1.08181,OK
3720,VIBRATION,-0.998734,OK
3731,VIBRATION,-0.864948,OK
3740,VIBRATION,-1.51489,OK
3750,VIBRATION,-1.6463,OK
3761,VIBRATION,-1.58433,OK
3770,VIBRATION,-1.28166,OK
3781,VIBRATION,-1.08302,OK
3791,VIBRATION,-0.621838,OK
3800,VIBRATION,-0.630704,OK
3811,VIBRATION,-0.544211,OK
3820,VIBRATION,-0.184606,OK
3830,VIBRATION,-0.124375,OK
3841,VIBRATION,-0.104195,OK
3850,VIBRATION,-0.14542,OK
3860,VIBRATION,-0.274295,OK
3871,VIBRATION,0.113679,OK
3880,VIBRATION,0.237264,OK
3890,VIBRATION,0.107871,OK
3901,VIBRATION,-0.217351,OK
3910,VIBRATION,-0.582231,OK
3920,VIBRATION,-0.319424,OK
3931,VIBRATION,-0.0451252,OK
3940,VIBRATION,0.0769927,OK
3951,VIBRATION,0.133149,OK
3961,VIBRATION,-0.228025,OK
3970,VIBRATION,-0.474449,OK
3981,VIBRATION,-0.240089,OK
3991,VIBRATION,-0.154056,OK
4000,PRESSURE,101.201,OK
4000,TEMPERATURE,21.7168,OK
4000,VIBRATION,-0.398729,OK
4011,VIBRATION,0.0800771,OK
4022,VIBRATION,-0.343037,OK
4030,VIBRATION,-0.387944,OK
4041,VIBRATION,-0.516752,OK
4050,VIBRATION,-0.760241,OK
4060,VIBRATION,-0.0987004,OK
4071,VIBRATION,0.259822,OK
4081,VIBRATION,-0.0231655,OK
4092,VIBRATION,0.567566,OK
4100,VIBRATION,0.214442,OK
4111,VIBRATION,0.546573,OK
4121,VIBRATION,-0.0494539,OK
4130,VIBRATION,0.405125,OK
4140,VIBRATION,0.119121,OK
4151,VIBRATION,0.319777,OK
4162,VIBRATION,0.394879,OK
4170,VIBRATION,0.299123,OK
4181,VIBRATION,0.415295,OK
4192,VIBRATION,0.471763,OK
4200,VIBRATION,-0.0743586,OK
4211,VIBRATION,0.0986309,OK
4221,VIBRATION,-0.282176,OK
4230,VIBRATION,0.280323,OK
4241,VIBRATION,-0.158822,OK
4251,VIBRATION,0.0605172,OK
4260,VIBRATION,-0.0540882,OK
4271,VIBRATION,-0.06996,OK
4281,VIBRATION,-0.308918,OK
4290,VIBRATION,-0.464891,OK
4300,VIBRATION,0,COMM_ERROR
4311,VIBRATION,-0.252629,OK
4320,VIBRATION,-0.265741,OK
4330,VIBRATION,-0.0859911,OK
4341,VIBRATION,0.132589,OK
4350,VIBRATION,0.218129,OK
4360,VIBRATION,0.516017,OK
4371,VIBRATION,0.427385,OK
4380,VIBRATION,0.555658,OK
4391,VIBRATION,0.669642,OK
4401,VIBRATION,0.602123,OK
4410,VIBRATION,0.233497,OK
4420,VIBRATION,0.245706,OK
4431,VIBRATION,0.122235,OK
4440,VIBRATION,0.875945,OK
4451,VIBRATION,0.515272,OK
4461,VIBRATION,0.907189,OK
4470,VIBRATION,0.739498,OK
4481,VIBRATION,0.553094,OK
4491,VIBRATION,0.181335,OK
4500,VIBRATION,0.0231759,OK
4511,VIBRATION,0.252635,OK
4522,VIBRATION,-0.0544484,OK
4530,VIBRATION,-0.0279527,OK
4541,VIBRATION,-0.171136,OK
4551,VIBRATION,-0.334167,OK
4560,VIBRATION,-0.226327,OK
4570,VIBRATION,-0.15385,OK
4581,VIBRATION,0.314526,OK
4590,VIBRATION,0.311708,OK
4600,VIBRATION,-0.574365,OK
4611,VIBRATION,-1.19619,OK
4621,VIBRATION,-1.04808,OK
4630,VIBRATION,-0.596124,OK
4641,VIBRATION,-0.552271,OK
4652,VIBRATION,-0.0752421,OK
4660,VIBRATION,0.156058,OK
4671,VIBRATION,0.823841,OK
4682,VIBRATION,0.0137233,OK
4690,VIBRATION,0.144787,OK
4701,VIBRATION,0.25517,OK
4711,VIBRATION,0.104542,OK
4720,VIBRATION,-0.131074,OK
4731,VIBRATION,-0.0366787,OK
4742,VIBRATION,-0.0817356,OK
4750,VIBRATION,-0.0555038,OK
4761,VIBRATION,-0.0078441,OK
4770,VIBRATION,0.0505232,OK
4781,VIBRATION,0.128858,OK
4791,VIBRATION,-0.13128,OK
4800,VIBRATION,-0.274587,OK
4811,VIBRATION,-0.474394,OK
4820,VIBRATION,-0.326679,OK
4830,VIBRATION,-0.277929,OK
4841,VIBRATION,-0.461727,OK
4852,VIBRATION,-0.83165,OK
4860,VIBRATION,-0.572879,OK
4871,VIBRATION,-0.874317,OK
4880,VIBRATION,-0.762374,OK
4890,VIBRATION,-0.210725,OK
4901,VIBRATION,-0.0721743,OK
4910,VIBRATION,0.11311,OK
4920,VIBRATION,0.472287,OK
4931,VIBRATION,0.282573,OK
4942,VIBRATION,0.60527,OK
4950,VIBRATION,0.578494,OK
4961,VIBRATION,0.416897,OK
4971,VIBRATION,0.855131,OK
4980,VIBRATION,0.507481,OK
4991,VIBRATION,0.896407,OK
5001,PRESSURE,101.129,OK
5001,TEMPERATURE,21.9314,OK
5001,VIBRATION,1.07173,OK
5010,VIBRATION,0.808795,OK
5020,VIBRATION,1.05529,OK
5031,VIBRATION,1.18818,OK
5040,VIBRATION,0.92176,OK
5050,VIBRATION,0.960023,OK
5061,VIBRATION,0.557003,OK
5070,VIBRATION,0.597587,OK
5080,VIBRATION,0.332542,OK
5091,VIBRATION,0.810531,OK
5101,VIBRATION,1.13138,OK
5110,VIBRATION,1.29161,OK
5121,VIBRATION,0.796635,OK
5131,VIBRATION,0.522064,OK
5140,VIBRATION,0.365237,OK
5151,VIBRATION,-0.106806,OK
5160,VIBRATION,-0.58164,OK
5171,VIBRATION,-0.582064,OK
5181,VIBRATION,-0.713821,OK
5190,VIBRATION,-0.436338,OK
5201,VIBRATION,-0.531457,OK
5211,VIBRATION,0.267491,OK
5220,VIBRATION,0.100748,OK
5232,VIBRATION,0.221001,OK
5240,VIBRATION,0.00939031,OK
5251,VIBRATION,0.0737355,OK
5262,VIBRATION,0.563526,OK
5270,VIBRATION,0.369398,OK
5281,VIBRATION,0.636296,OK
5292,VIBRATION,0.00681794,OK
5300,VIBRATION,-0.26999,OK
5311,VIBRATION,-0.301009,OK
5320,VIBRATION,0.69122,OK
5331,VIBRATION,0.697046,OK
5342,VIBRATION,0.940819,OK
5350,VIBRATION,0.935663,OK
5361,VIBRATION,0.990317,OK
5370,VIBRATION,1.24007,OK
5380,VIBRATION,1.23598,OK
5391,VIBRATION,1.58336,OK
5401,VIBRATION,1.74519,OK
5410,VIBRATION,1.56919,OK
5421,VIBRATION,1.33531,OK
5430,VIBRATION,1.45883,OK
5441,VIBRATION,1.26824,OK
5451,VIBRATION,1.1736,OK
5460,VIBRATION,0.755985,OK
5471,VIBRATION,0.193103,OK
5481,VIBRATION,0.497069,OK
5490,VIBRATION,0.738972,OK
5501,VIBRATION,0,COMM_ERROR
5511,VIBRATION,0.66712,OK
5520,VIBRATION,0.186856,OK
5530,VIBRATION,-0.315469,OK
5541,VIBRATION,-0.635763,OK
5550,VIBRATION,-0.985991,OK
5560,VIBRATION,-1.00477,OK
5571,VIBRATION,-0.630452,OK
5580,VIBRATION,-0.6131,OK
5591,VIBRATION,-0.302464,OK
5601,VIBRATION,-0.121152,OK
5610,VIBRATION,-0.400028,OK
5620,VIBRATION,-0.567162,OK
5631,VIBRATION,-0.934751,OK
5640,VIBRATION,-0.599414,OK
5651,VIBRATION,-0.438597,OK
5661,VIBRATION,-0.801056,OK
5670,VIBRATION,-0.685707,OK
5681,VIBRATION,-0.617528,OK
5691,VIBRATION,-0.631812,OK
5700,VIBRATION,-0.801289,OK
5711,VIBRATION,-0.657737,OK
5721,VIBRATION,-0.347473,OK
5730,VIBRATION,-0.844372,OK
5740,VIBRATION,-0.908628,OK
5751,VIBRATION,-0.902609,OK
5760,VIBRATION,-0.630292,OK
5771,VIBRATION,-0.381214,OK
5781,VIBRATION,-0.513071,OK
5790,VIBRATION,-0.289403,OK
5801,VIBRATION,-0.554294,OK
5811,VIBRATION,-0.547088,OK
5820,VIBRATION,-0.51653,OK
5831,VIBRATION,-0.529586,OK
5841,VIBRATION,-0.206851,OK
5850,VIBRATION,0.223061,OK
5861,VIBRATION,0.462971,OK
5870,VIBRATION,0.0580124,OK
5880,VIBRATION,0.0136495,OK
5891,VIBRATION,0,COMM_ERROR
5901,VIBRATION,-0.100279,OK
5910,VIBRATION,-0.29929,OK
5921,VIBRATION,-0.559354,OK
5931,VIBRATION,-0.420652,OK
5940,VIBRATION,-0.518673,OK
5951,VIBRATION,-0.671756,OK
5961,VIBRATION,-0.409828,OK
5970,VIBRATION,-0.516533,OK
5980,VIBRATION,-0.682247,OK
5991,VIBRATION,-1.00634,OK
6000,PRESSURE,101.171,OK
6000,TEMPERATURE,21.9665,OK
6000,VIBRATION,-0.537639,OK
6011,VIBRATION,0,COMM_ERROR
6021,VIBRATION,-0.347323,OK
6030,VIBRATION,0.213666,OK
6041,VIBRATION,0.308647,OK
6051,VIBRATION,0.425996,OK
6060,VIBRATION,0.377824,OK
6071,VIBRATION,0.804464,OK
6081,VIBRATION,1.35801,OK
6090,VIBRATION,0.982235,OK
6100,VIBRATION,0.944598,OK
6111,VIBRATION,1.16899,OK
6120,VIBRATION,1.17466,OK
6130,VIBRATION,1.29327,OK
6141,VIBRATION,1.10265,OK
6150,VIBRATION,1.21694,OK
6160,VIBRATION,1.35268,OK
6171,VIBRATION,0.955762,OK
6181,VIBRATION,1.1571,OK
6190,VIBRATION,1.28991,OK
6201,VIBRATION,1.36479,OK
6212,VIBRATION,1.04991,OK
6221,VIBRATION,1.62938,OK
6230,VIBRATION,1.8319,OK
6240,VIBRATION,2.17042,OK
6251,VIBRATION,2.15524,OK
6260,VIBRATION,2.17868,OK
6270,VIBRATION,1.96029,OK
6281,VIBRATION,2.51227,OK
6291,VIBRATION,2.75749,OK
6301,VIBRATION,2.12358,OK
6310,VIBRATION,1.74405,OK
6321,VIBRATION,1.72326,OK
6331,VIBRATION,2.39898,OK
6340,VIBRATION,2.71862,OK
6351,VIBRATION,2.39847,OK
6361,VIBRATION,2.69719,OK
6370,VIBRATION,2.53205,OK
6380,VIBRATION,2.1771,OK
6391,VIBRATION,1.79789,OK
6400,VIBRATION,1.61761,OK
6410,VIBRATION,1.37705,OK
6421,VIBRATION,1.46713,OK
6431,VIBRATION,1.22232,OK
6440,VIBRATION,1.01144,OK
6451,VIBRATION,0.844139,OK
6461,VIBRATION,0.727304,OK
6470,VIBRATION,0.99061,OK
6481,VIBRATION,1.42497,OK
6490,VIBRATION,1.29708,OK
6500,VIBRATION,1.59399,OK
6511,VIBRATION,1.16783,OK
6520,VIBRATION,1.1629,OK
6530,VIBRATION,0.888395,OK
6541,VIBRATION,0.538949,OK
6552,VIBRATION,0.199963,OK
6560,VIBRATION,0.136824,OK
6571,VIBRATION,0.823238,OK
6580,VIBRATION,0.352648,OK
6590,VIBRATION,0.449465,OK
6601,VIBRATION,0.810914,OK
6610,VIBRATION,0.930888,OK
6620,VIBRATION,1.19109,OK
6631,VIBRATION,1.09491,OK
6640,VIBRATION,0.768838,OK
6650,VIBRATION,0.761014,OK
6661,VIBRATION,0.553311,OK
6670,VIBRATION,0.121977,OK
6680,VIBRATION,0.614586,OK
6691,VIBRATION,0.489493,OK
6702,VIBRATION,0.519201,OK
6710,VIBRATION,0.289913,OK
6721,VIBRATION,0.461091,OK
6731,VIBRATION,0.10151,OK
6740,VIBRATION,0.050616,OK
6751,VIBRATION,0.0614069,OK
6761,VIBRATION,-0.0216446,OK
6770,VIBRATION,0.0543036,OK
6781,VIBRATION,-0.247915,OK
6790,VIBRATION,-0.35133,OK
6800,VIBRATION,-0.531066,OK
6811,VIBRATION,-0.749391,OK
6820,VIBRATION,-0.690648,OK
6830,VIBRATION,-0.877008,OK
6841,VIBRATION,-1.04215,OK
6850,VIBRATION,-0.897249,OK
6860,VIBRATION,-0.460489,OK
6871,VIBRATION,-0.659898,OK
6880,VIBRATION,-0.755311,OK
6891,VIBRATION,-0.821447,OK
6901,VIBRATION,-0.268341,OK
6910,VIBRATION,-0.524894,OK
6921,VIBRATION,-0.229865,OK
6931,VIBRATION,-0.85486,OK
6940,VIBRATION,-0.699668,OK
6951,VIBRATION,-0.766555,OK
6962,VIBRATION,-1.06269,OK
6970,VIBRATION,-0.705328,OK
6981,VIBRATION,-1.02608,OK
6990,VIBRATION,-1.00974,OK
7001,PRESSURE,101.172,OK
7001,TEMPERATURE,21.8027,OK
7001,VIBRATION,-0.547881,OK
7012,VIBRATION,-0.315496,OK
7020,VIBRATION,-0.141835,OK
7031,VIBRATION,-0.397102,OK
7040,VIBRATION,-0.0819374,OK
7051,VIBRATION,0.267095,OK
7061,VIBRATION,0.254231,OK
7070,VIBRATION,0.307808,OK
7081,VIBRATION,0.30671,OK
7091,VIBRATION,-0.106991,OK
7100,VIBRATION,-0.336552,OK
7111,VIBRATION,-0.32211,OK
7120,VIBRATION,-0.292735,OK
7131,VIBRATION,-0.567343,OK
7142,VIBRATION,-0.768029,OK
7150,VIBRATION,-1.21563,OK
7161,VIBRATION,-1.1845,OK
7171,VIBRATION,-1.4295,OK
7180,VIBRATION,-1.29003,OK
7191,VIBRATION,-1.75269,OK
7201,VIBRATION,-1.66705,OK
7210,VIBRATION,-2.14715,OK
7221,VIBRATION,-2.22108,OK
7232,VIBRATION,-2.58425,OK
7240,VIBRATION,-3.01774,OK
7251,VIBRATION,-3.22982,OK
7260,VIBRATION,-3.33804,OK
7270,VIBRATION,-2.8926,OK
7281,VIBRATION,-2.52809,OK
7290,VIBRATION,-2.48997,OK
7301,VIBRATION,-2.42977,OK
7311,VIBRATION,-2.79311,OK
7320,VIBRATION,-2.45071,OK
7331,VIBRATION,-2.14553,OK
7341,VIBRATION,-1.77474,OK
7350,VIBRATION,-1.66607,OK
7360,VIBRATION,-2.20386,OK
7371,VIBRATION,-2.53164,OK
7380,VIBRATION,-2.9788,OK
7391,VIBRATION,-2.96136,OK
7401,VIBRATION,-2.63215,OK
